Chromosome	Start	End	ID	Confidence
chr17	33895750	33898000	E_024249	0.7391
chr17	33902250	33904000	E_024250	0.8853
chr17	33907000	33907750	E_024251	0.7143
chr17	33915500	33918500	E_024252	0.7957
chr17	34131000	34131750	E_024253	0.829
chr17	34137250	34139500	E_024254	0.6015
chr17	34206500	34207000	E_024255	0.8828
chr17	34239250	34240500	E_024256	0.9528
chr17	34838250	34839250	E_024257	0.8544
chr17	34843250	34843750	E_024258	0.5734
chr17	34884000	34886250	E_024259	0.9071
chr17	34888500	34889500	E_024260	0.7778
chr17	34897000	34897500	E_024261	0.5669
chr17	34902000	34904500	E_024262	0.7529
chr17	34946250	34947000	E_024263	0.9362
chr17	34949000	34950000	E_024264	0.8545
chr17	34953250	34954750	E_024265	0.8715
chr17	34959000	34961000	E_024266	0.7657
chr17	34967250	34969250	E_024267	0.978
chr17	35077250	35077750	E_024268	0.8986
chr17	35079500	35080750	E_024269	0.7298
chr17	35082750	35086250	E_024270	0.968
chr17	35284750	35286000	E_024271	0.9654
chr17	35307000	35308000	E_024272	0.7005
chr17	35596750	35598000	E_024273	0.9353
chr17	35621500	35622500	E_024274	0.7279
chr17	35713500	35715500	E_024275	0.6541
chr17	35717250	35718000	E_024276	0.9276
chr17	35764750	35765250	E_024277	0.5132
chr17	35789500	35791250	E_024278	0.9156
chr17	35843250	35844000	E_024279	0.9875
chr17	35847750	35848750	E_024280	0.8841
chr17	35852250	35853000	E_024281	0.6538
chr17	35879250	35880750	E_024282	0.9758
chr17	35901750	35902750	E_024283	0.7134
chr17	35968250	35968750	E_024284	0.5621
chr17	35999500	36000750	E_024285	0.9488
chr17	36187250	36189500	E_024286	0.9843
chr17	36411750	36412500	E_024287	0.624
chr17	36453750	36454250	E_024288	0.5621
chr17	36472750	36474750	E_024289	0.9573
chr17	36506500	36507000	E_024290	0.8594
chr17	36570750	36572750	E_024291	0.9152
chr17	36616750	36617750	E_024292	0.9757
chr17	36832500	36833750	E_024293	0.956
chr17	36856750	36857500	E_024294	0.942
chr17	36859250	36860750	E_024295	0.7877
chr17	36875500	36876000	E_024296	0.8584
chr17	36888000	36888500	E_024297	0.7829
chr17	36901750	36902250	E_024298	0.825
chr17	36907250	36907750	E_024299	0.8736
chr17	36909750	36910750	E_024300	0.8167
chr17	36953500	36955250	E_024301	0.7145
chr17	36980500	36981000	E_024302	0.8137
chr17	37008000	37009000	E_024303	0.6381
chr17	37020750	37021500	E_024304	0.9875
chr17	37023500	37025000	E_024305	0.7684
chr17	37027000	37029000	E_024306	0.8581
chr17	37037500	37038500	E_024307	0.9719
chr17	37049500	37050500	E_024308	0.9871
chr17	37053750	37056250	E_024309	0.9645
chr17	37056500	37057750	E_024310	0.9309
chr17	37157750	37160500	E_024311	0.9768
chr17	37170500	37173000	E_024312	0.9676
chr17	37174500	37175500	E_024313	0.9875
chr17	37212500	37214000	E_024314	0.911
chr17	37355000	37355500	E_024315	0.8889
chr17	37417250	37418000	E_024316	0.7468
chr17	37426750	37427750	E_024317	0.7489
chr17	37437250	37438750	E_024318	0.9329
chr17	37457500	37458750	E_024319	0.9277
chr17	37477500	37478750	E_024320	0.9058
chr17	37481250	37483000	E_024321	0.9127
chr17	37487750	37489250	E_024322	0.9849
chr17	37489750	37493250	E_024323	0.9277
chr17	37494500	37495750	E_024324	0.939
chr17	37508750	37509750	E_024325	0.9875
chr17	37516750	37517750	E_024326	0.9832
chr17	37520500	37523250	E_024327	0.8861
chr17	37532250	37534750	E_024328	0.974
chr17	37556250	37557000	E_024329	0.6643
chr17	37560750	37562000	E_024330	0.9808
chr17	37605250	37607000	E_024331	0.6588
chr17	37619000	37620250	E_024332	0.6302
chr17	37621750	37622750	E_024333	0.8376
chr17	37794250	37795500	E_024334	0.8319
chr17	37804750	37807500	E_024335	0.9671
chr17	37822500	37823000	E_024336	0.8937
chr17	37825250	37825750	E_024337	0.7983
chr17	37831000	37832750	E_024338	0.9512
chr17	37842500	37843000	E_024339	0.6302
chr17	37879000	37881500	E_024340	0.8592
chr17	37885250	37886000	E_024341	0.814
chr17	37909250	37911500	E_024342	0.8854
chr17	38008250	38009500	E_024343	0.9811
chr17	38059500	38060500	E_024344	0.9806
chr17	38085000	38086500	E_024345	0.9032
chr17	38095500	38096500	E_024346	0.9503
chr17	38108000	38110500	E_024347	0.8844
chr17	38115000	38116000	E_024348	0.9762
chr17	38128000	38129500	E_024349	0.9332
chr17	38135500	38136000	E_024350	0.8313
chr17	38137750	38139000	E_024351	0.84
chr17	38219750	38220500	E_024352	0.8844
chr17	38225750	38227250	E_024353	0.8994
chr17	38229000	38230250	E_024354	0.8981
chr17	38231000	38233750	E_024355	0.9718
chr17	38242750	38244000	E_024356	0.7123
chr17	38253250	38256250	E_024357	0.9001
chr17	38258000	38258500	E_024358	0.8346
chr17	38259500	38260500	E_024359	0.7499
chr17	38263500	38266000	E_024360	0.9489
chr17	38266750	38271750	E_024361	0.9636
chr17	38276750	38277500	E_024362	0.6529
chr17	38309000	38310500	E_024363	0.9487
chr17	38314250	38315250	E_024364	0.9832
chr17	38380250	38381750	E_024365	0.9674
chr17	38462250	38464250	E_024366	0.9631
chr17	38466000	38466500	E_024367	0.8549
chr17	38473000	38473500	E_024368	0.5258
chr17	38475250	38476000	E_024369	0.77
chr17	38477000	38478000	E_024370	0.6463
chr17	38479750	38480250	E_024371	0.8618
chr17	38502000	38502750	E_024372	0.8238
chr17	38503000	38504250	E_024373	0.9596
chr17	38519000	38519500	E_024374	0.6311
chr17	38536250	38537500	E_024375	0.9498
chr17	38571500	38573250	E_024376	0.7625
chr17	38582000	38583250	E_024377	0.861
chr17	38589000	38590250	E_024378	0.898
chr17	38592750	38594750	E_024379	0.9801
chr17	38601000	38602500	E_024380	0.9202
chr17	38631750	38632750	E_024381	0.7995
chr17	38674000	38675000	E_024382	0.8751
chr17	38689000	38691500	E_024383	0.9772
chr17	38691750	38693750	E_024384	0.9694
chr17	38709750	38711500	E_024385	0.9771
chr17	38972500	38974250	E_024386	0.9129
chr17	38976000	38978250	E_024387	0.6871
chr17	38981500	38987000	E_024388	0.9668
chr17	39000500	39002000	E_024389	0.9823
chr17	39655500	39656000	E_024390	0.9229
chr17	39666500	39668500	E_024391	0.9771
chr17	39683000	39684000	E_024392	0.8025
chr17	39685750	39688000	E_024393	0.9606
chr17	39688250	39689250	E_024394	0.9746
chr17	39705000	39706750	E_024395	0.9776
chr17	39801750	39803000	E_024396	0.9843
chr17	39804250	39805250	E_024397	0.8405
chr17	39821500	39824500	E_024398	0.9656
chr17	39828750	39830000	E_024399	0.9697
chr17	39833500	39837500	E_024400	0.9238
chr17	39845750	39847500	E_024401	0.7966
chr17	39894000	39895250	E_024402	0.9358
chr17	39917250	39918250	E_024403	0.6279
chr17	39939250	39940750	E_024404	0.8476
chr17	39947750	39951500	E_024405	0.9702
chr17	40071000	40072750	E_024406	0.6888
chr17	40073250	40074500	E_024407	0.7512
chr17	40085000	40085750	E_024408	0.8394
chr17	40094000	40095750	E_024409	0.9753
chr17	40164750	40166000	E_024410	0.7974
chr17	40174500	40177500	E_024411	0.9406
chr17	40201750	40203500	E_024412	0.8278
chr17	40243000	40244500	E_024413	0.8093
chr17	40261000	40261500	E_024414	0.5714
chr17	40287250	40287750	E_024415	0.8102
chr17	40304500	40305500	E_024416	0.8567
chr17	40334500	40336750	E_024417	0.8857
chr17	40373500	40374750	E_024418	0.7269
chr17	40417000	40419500	E_024419	0.8671
chr17	40421250	40422750	E_024420	0.721
chr17	40425750	40427750	E_024421	0.6558
chr17	40429750	40430750	E_024422	0.8498
chr17	40431000	40431750	E_024423	0.7099
chr17	40433500	40434500	E_024424	0.9746
chr17	40435000	40438500	E_024425	0.9527
chr17	40441750	40448500	E_024426	0.8778
chr17	40453250	40454750	E_024427	0.851
chr17	40460000	40468250	E_024428	0.9328
chr17	40470750	40476500	E_024429	0.8974
chr17	40534500	40535500	E_024430	0.7842
chr17	40538250	40539750	E_024431	0.651
chr17	40558250	40561000	E_024432	0.9322
chr17	40561250	40562250	E_024433	0.9719
chr17	40572750	40575000	E_024434	0.7243
chr17	40593750	40594750	E_024435	0.8997
chr17	40608000	40609750	E_024436	0.9272
chr17	40612750	40613500	E_024437	0.7325
chr17	40667500	40668750	E_024438	0.9444
chr17	40670500	40671250	E_024439	0.8686
chr17	40679000	40680250	E_024440	0.9843
chr17	40683750	40685000	E_024441	0.849
chr17	40686500	40687000	E_024442	0.8889
chr17	40692750	40694250	E_024443	0.9494
chr17	40705500	40706250	E_024444	0.8048
chr17	40720750	40722500	E_024445	0.8785
chr17	40724500	40726000	E_024446	0.9466
chr17	40727000	40729000	E_024447	0.8502
chr17	40759750	40760500	E_024448	0.6334
chr17	40769750	40771250	E_024449	0.9875
chr17	40775500	40777750	E_024450	0.9774
chr17	40778000	40779250	E_024451	0.9775
chr17	40781000	40782250	E_024452	0.981
chr17	40784500	40785750	E_024453	0.9301
chr17	40805000	40806500	E_024454	0.9068
chr17	40830250	40830750	E_024455	0.7058
chr17	40832500	40833250	E_024456	0.8818
chr17	40850000	40850750	E_024457	0.8528
chr17	40895000	40896500	E_024458	0.8645
chr17	40926000	40928750	E_024459	0.8798
chr17	40930000	40931500	E_024460	0.9155
chr17	40933250	40934500	E_024461	0.8338
chr17	40949000	40949750	E_024462	0.8614
chr17	40983500	40984000	E_024463	0.526
chr17	41080000	41081750	E_024464	0.9767
chr17	41115250	41115750	E_024465	0.76
chr17	41120500	41121500	E_024466	0.7772
chr17	41131000	41131500	E_024467	0.7496
chr17	41133750	41134500	E_024468	0.6747
chr17	41152250	41153000	E_024469	0.7648
chr17	41166250	41167500	E_024470	0.9349
chr17	41175750	41176250	E_024471	0.6092
chr17	41278500	41279250	E_024472	0.874
chr17	41304750	41306500	E_024473	0.9693
chr17	41320500	41321250	E_024474	0.7258
chr17	41324000	41325250	E_024475	0.7362
chr17	41386750	41387500	E_024476	0.8977
chr17	41391750	41394500	E_024477	0.8898
chr17	41400000	41401500	E_024478	0.9786
chr17	41427500	41428750	E_024479	0.981
chr17	41445000	41446500	E_024480	0.8656
chr17	41450500	41451500	E_024481	0.7269
chr17	41464250	41465000	E_024482	0.8254
chr17	41562000	41563000	E_024483	0.6504
chr17	41613250	41614250	E_024484	0.9641
chr17	41633000	41634750	E_024485	0.9737
chr17	41797500	41798250	E_024486	0.8334
chr17	41798500	41799500	E_024487	0.9674
chr17	42060250	42061750	E_024488	0.8882
chr17	42084000	42084500	E_024489	0.8542
chr17	42090750	42091750	E_024490	0.6935
chr17	42142500	42143500	E_024491	0.7968
chr17	42149250	42150000	E_024492	0.8012
chr17	42161500	42162000	E_024493	0.888
chr17	42172000	42175750	E_024494	0.9655
chr17	42180250	42181250	E_024495	0.9832
chr17	42185000	42186000	E_024496	0.9746
chr17	42209250	42210500	E_024497	0.9843
chr17	42214750	42217250	E_024498	0.9672
chr17	42220000	42221000	E_024499	0.8039
chr17	42226750	42227750	E_024500	0.8976
chr17	42236250	42238250	E_024501	0.9636
chr17	42245250	42246250	E_024502	0.9687
chr17	42262250	42263250	E_024503	0.7134
chr17	42278500	42279000	E_024504	0.7961
chr17	42280000	42281000	E_024505	0.9746
chr17	42293500	42295250	E_024506	0.8555
chr17	42356500	42361250	E_024507	0.9629
chr17	42364750	42367750	E_024508	0.9706
chr17	42400500	42401000	E_024509	0.8048
chr17	42403250	42404500	E_024510	0.7461
chr17	42468000	42468750	E_024511	0.9196
chr17	42469750	42471750	E_024512	0.9439
chr17	42521500	42522500	E_024513	0.9065
chr17	42577000	42578000	E_024514	0.7499
chr17	42578500	42580250	E_024515	0.65
chr17	42587750	42589750	E_024516	0.9124
chr17	42623750	42625500	E_024517	0.9789
chr17	42632750	42633750	E_024518	0.6547
chr17	42646000	42647000	E_024519	0.8191
chr17	42765750	42766500	E_024520	0.8007
chr17	42786750	42787500	E_024521	0.5816
chr17	42856000	42857000	E_024522	0.8375
chr17	42983000	42984750	E_024523	0.91
chr17	43023000	43024250	E_024524	0.6372
chr17	43095250	43097250	E_024525	0.9374
chr17	43098500	43099750	E_024526	0.8778
chr17	43108250	43110250	E_024527	0.9799
chr17	43123750	43125000	E_024528	0.8733
chr17	43127000	43127750	E_024529	0.6393
chr17	43136250	43137500	E_024530	0.8232
chr17	43139750	43141500	E_024531	0.7962
chr17	43150500	43152000	E_024532	0.8709
chr17	43200500	43203000	E_024533	0.9789
chr17	43221250	43223500	E_024534	0.912
chr17	43225250	43229750	E_024535	0.8173
chr17	43232500	43233500	E_024536	0.9832
chr17	43235000	43236250	E_024537	0.8896
chr17	43240000	43240500	E_024538	0.8507
chr17	43242250	43243250	E_024539	0.9828
chr17	43274750	43275750	E_024540	0.8543
chr17	43300750	43307000	E_024541	0.956
chr17	43327750	43331250	E_024542	0.9437
chr17	43354500	43355500	E_024543	0.9786
chr17	43376000	43376750	E_024544	0.7279
chr17	43392500	43393750	E_024545	0.6496
chr17	43395500	43397250	E_024546	0.8743
chr17	43397750	43398750	E_024547	0.9832
chr17	43409250	43412500	E_024548	0.9784
chr17	43412750	43414500	E_024549	0.9832
chr17	43422250	43423250	E_024550	0.9818
chr17	43471500	43472750	E_024551	0.8769
chr17	43567000	43567500	E_024552	0.8221
chr17	43660750	43663000	E_024553	0.8595
chr17	44025750	44027000	E_024554	0.8385
chr17	44053500	44056250	E_024555	0.9395
chr17	44155000	44160000	E_024556	0.9742
chr17	44177000	44180000	E_024557	0.9555
chr17	44185750	44186750	E_024558	0.8575
chr17	44260250	44261500	E_024559	0.9767
chr17	44266250	44269500	E_024560	0.8065
chr17	44343000	44345500	E_024561	0.8946
chr17	44368250	44369000	E_024562	0.821
chr17	44841000	44843250	E_024563	0.9651
chr17	44847250	44850500	E_024564	0.9335
chr17	44851250	44853250	E_024565	0.9515
chr17	44856250	44858000	E_024566	0.977
chr17	44859500	44860500	E_024567	0.9832
chr17	44872000	44874000	E_024568	0.9682
chr17	44886250	44887500	E_024569	0.9764
chr17	44897250	44897750	E_024570	0.8647
chr17	44983000	44984000	E_024571	0.9762
chr17	45001750	45002500	E_024572	0.5615
chr17	45013000	45014250	E_024573	0.9507
chr17	45096500	45097500	E_024574	0.8569
chr17	45139500	45141250	E_024575	0.894
chr17	45143250	45144250	E_024576	0.6292
chr17	45148250	45149250	E_024577	0.983
chr17	45186750	45187750	E_024578	0.7995
chr17	45190750	45192750	E_024579	0.9222
chr17	45265250	45265750	E_024580	0.5621
chr17	45268000	45268750	E_024581	0.9263
chr17	45274250	45275750	E_024582	0.9551
chr17	45280750	45282250	E_024583	0.9437
chr17	45287500	45289000	E_024584	0.8391
chr17	45289500	45292000	E_024585	0.9455
chr17	45295750	45298500	E_024586	0.9539
chr17	45307000	45308250	E_024587	0.9738
chr17	45316500	45318500	E_024588	0.982
chr17	45343250	45344250	E_024589	0.9832
chr17	45352250	45354250	E_024590	0.9848
chr17	45355750	45357250	E_024591	0.9767
chr17	45363500	45364750	E_024592	0.8266
chr17	45365000	45370250	E_024593	0.9788
chr17	45568500	45571250	E_024594	0.8991
chr17	45579000	45580000	E_024595	0.9832
chr17	45604000	45605000	E_024596	0.7134
chr17	45609250	45610250	E_024597	0.6395
chr17	45687500	45688500	E_024598	0.7772
chr17	45729250	45730250	E_024599	0.6897
chr17	45765000	45766000	E_024600	0.9832
chr17	45784000	45785250	E_024601	0.9778
chr17	45886500	45888750	E_024602	0.9553
chr17	45911250	45912250	E_024603	0.9742
chr17	45927500	45928000	E_024604	0.8549
chr17	45929750	45930500	E_024605	0.7294
chr17	45943250	45946500	E_024606	0.9806
chr17	45946750	45947750	E_024607	0.8151
chr17	45954500	45956000	E_024608	0.9765
chr17	45971250	45972500	E_024609	0.8324
chr17	45974250	45975750	E_024610	0.7734
chr17	46011750	46014250	E_024611	0.9629
chr17	46015250	46016250	E_024612	0.9762
chr17	46017250	46017750	E_024613	0.8429
chr17	46020000	46020500	E_024614	0.7766
chr17	46023500	46025000	E_024615	0.7664
chr17	46026750	46027500	E_024616	0.5488
chr17	46049250	46050000	E_024617	0.7675
chr17	46059000	46060000	E_024618	0.8927
chr17	46079250	46081000	E_024619	0.9764
chr17	46088500	46089750	E_024620	0.8588
chr17	46101750	46103250	E_024621	0.8772
chr17	46123500	46124500	E_024622	0.8356
chr17	46127000	46130500	E_024623	0.8208
chr17	46134000	46136500	E_024624	0.6927
chr17	46186000	46186750	E_024625	0.624
chr17	46317000	46320250	E_024626	0.98
chr17	46320750	46323250	E_024627	0.9481
chr17	46324000	46325250	E_024628	0.981
chr17	46343000	46345000	E_024629	0.8075
chr17	46356500	46357750	E_024630	0.9315
chr17	46437750	46438750	E_024631	0.8514
chr17	46503250	46504500	E_024632	0.9809
chr17	46554750	46557000	E_024633	0.9748
chr17	46563500	46564500	E_024634	0.9832
chr17	46565250	46566500	E_024635	0.981
chr17	46567000	46571000	E_024636	0.9286
chr17	46590500	46591750	E_024637	0.8997
chr17	46596500	46600750	E_024638	0.9759
chr17	46613750	46615250	E_024639	0.9823
chr17	46617750	46619750	E_024640	0.8067
chr17	46624750	46625750	E_024641	0.8084
chr17	46632500	46633250	E_024642	0.7391
chr17	46647250	46650500	E_024643	0.8194
chr17	46654000	46656000	E_024644	0.6888
chr17	46658500	46659000	E_024645	0.8221
chr17	46661250	46664000	E_024646	0.9028
chr17	46686750	46687750	E_024647	0.8114
chr17	46695750	46698750	E_024648	0.932
chr17	46699750	46703250	E_024649	0.832
chr17	46707500	46710250	E_024650	0.909
chr17	46712000	46715000	E_024651	0.8832
chr17	46722000	46723750	E_024652	0.8134
chr17	46902500	46903750	E_024653	0.861
chr17	46909250	46909750	E_024654	0.76
chr17	46968500	46969000	E_024655	0.6747
chr17	47020500	47021000	E_024656	0.7311
chr17	47037750	47039000	E_024657	0.8611
chr17	47048750	47052000	E_024658	0.9774
chr17	47067750	47070750	E_024659	0.7553
chr17	47071000	47073750	E_024660	0.8092
chr17	47076000	47082500	E_024661	0.8141
chr17	47153750	47155000	E_024662	0.8601
chr17	47268500	47271750	E_024663	0.8939
chr17	47318750	47319750	E_024664	0.9702
chr17	47329250	47330250	E_024665	0.9875
chr17	47337000	47338750	E_024666	0.8208
chr17	47371250	47372500	E_024667	0.8316
chr17	47405750	47406750	E_024668	0.9832
chr17	47464250	47466000	E_024669	0.9853
chr17	47467500	47469000	E_024670	0.9737
chr17	47501500	47503000	E_024671	0.9448
chr17	47592000	47593500	E_024672	0.9823
chr17	47646750	47647750	E_024673	0.8332
chr17	47753000	47754750	E_024674	0.7409
chr17	47816000	47821000	E_024675	0.9711
chr17	47823500	47824000	E_024676	0.8102
chr17	47837250	47840750	E_024677	0.868
chr17	47856500	47858000	E_024678	0.9221
chr17	47909500	47910500	E_024679	0.8992
chr17	48209750	48211000	E_024680	0.7816
chr17	48223750	48227250	E_024681	0.8276
chr17	48229000	48232500	E_024682	0.9216
chr17	48255000	48256250	E_024683	0.8256
chr17	48287000	48288750	E_024684	0.9259
chr17	48289250	48290500	E_024685	0.9739
chr17	48350000	48350750	E_024686	0.5395
chr17	48366750	48368250	E_024687	0.9624
chr17	48415000	48416000	E_024688	0.9875
chr17	48424000	48424750	E_024689	0.8067
chr17	48438500	48440500	E_024690	0.9816
chr17	48471750	48472750	E_024691	0.742
chr17	48498500	48499500	E_024692	0.7753
chr17	48504250	48505250	E_024693	0.8581
chr17	48618500	48619250	E_024694	0.7228
chr17	48717750	48718750	E_024695	0.9875
chr17	48735750	48736750	E_024696	0.9869
chr17	48737250	48738500	E_024697	0.9379
chr17	48741750	48743250	E_024698	0.9101
chr17	48784000	48784500	E_024699	0.7504
chr17	48786500	48787250	E_024700	0.8507
chr17	48797750	48801000	E_024701	0.6997
chr17	48840250	48841500	E_024702	0.8468
chr17	48894500	48895250	E_024703	0.8595
chr17	48908750	48909500	E_024704	0.9869
chr17	48929250	48930500	E_024705	0.8478
chr17	48941750	48943000	E_024706	0.6459
chr17	48961000	48962500	E_024707	0.9875
chr17	49008250	49009500	E_024708	0.831
chr17	49010500	49014000	E_024709	0.9806
chr17	49017000	49018000	E_024710	0.9746
chr17	49024500	49026500	E_024711	0.9369
chr17	49026750	49028500	E_024712	0.9677
chr17	49054250	49055500	E_024713	0.9596
chr17	49195250	49196500	E_024714	0.8612
chr17	49196750	49197500	E_024715	0.6734
chr17	49199250	49201000	E_024716	0.8541
chr17	49210000	49211500	E_024717	0.9644
chr17	49232250	49232750	E_024718	0.5621
chr17	49335500	49336750	E_024719	0.7245
chr17	49338750	49341500	E_024720	0.6906
chr17	49441750	49443000	E_024721	0.9764
chr17	49449500	49450500	E_024722	0.9338
chr17	51696000	51697000	E_024723	0.9662
chr17	51739250	51740250	E_024724	0.965
chr17	51825000	51828000	E_024725	0.9193
chr17	52937500	52941000	E_024726	0.9755
chr17	52979000	52979500	E_024727	0.7993
chr17	53044000	53045000	E_024728	0.843
chr17	53047250	53048000	E_024729	0.8476
chr17	53056000	53057000	E_024730	0.8943
chr17	53146250	53147500	E_024731	0.8696
chr17	53163500	53165000	E_024732	0.975
chr17	53167000	53168250	E_024733	0.9843
chr17	53315500	53316000	E_024734	0.8319
chr17	53316250	53316750	E_024735	0.8319
chr17	53398750	53399500	E_024736	0.7912
chr17	53420250	53423250	E_024737	0.9786
chr17	53497250	53498500	E_024738	0.6823
chr17	53527000	53531000	E_024739	0.9812
chr17	53643750	53646000	E_024740	0.9709
chr17	53652500	53655250	E_024741	0.9768
chr17	53814250	53817500	E_024742	0.9698
chr17	53829500	53830500	E_024743	0.6764
chr17	53892500	53896250	E_024744	0.9774
chr17	54912500	54913000	E_024745	0.8112
chr17	54953500	54955500	E_024746	0.9766
chr17	54987250	54989750	E_024747	0.8838
chr17	54992500	54994250	E_024748	0.9063
chr17	54995750	54997000	E_024749	0.9746
chr17	55062250	55063250	E_024750	0.9432
chr17	55131250	55132250	E_024751	0.9709
chr17	55144750	55146000	E_024752	0.9766
chr17	55184500	55186500	E_024753	0.9789
chr17	55335000	55336750	E_024754	0.7485
chr17	55365000	55366000	E_024755	0.9721
chr17	55442250	55445250	E_024756	0.9764
chr17	55455750	55459500	E_024757	0.9805
chr17	55518750	55519250	E_024758	0.8507
chr17	55535500	55537500	E_024759	0.9801
chr17	55619000	55620250	E_024760	0.9811
chr17	55630750	55633000	E_024761	0.9674
chr17	55926000	55926750	E_024762	0.7662
chr17	55928500	55930000	E_024763	0.938
chr17	55932500	55933500	E_024764	0.898
chr17	56027750	56028750	E_024765	0.9762
chr17	56063750	56065000	E_024766	0.6406
chr17	56158500	56159750	E_024767	0.9141
chr17	56161750	56162500	E_024768	0.8233
chr17	56194500	56195500	E_024769	0.7327
chr17	56261250	56263250	E_024770	0.9794
chr17	56326750	56327750	E_024771	0.898
chr17	56381500	56382000	E_024772	0.888
chr17	56407500	56409250	E_024773	0.6023
chr17	56411000	56413500	E_024774	0.8705
chr17	56415250	56420000	E_024775	0.8865
chr17	56421250	56422250	E_024776	0.7059
chr17	56431500	56432750	E_024777	0.9061
chr17	56442000	56443250	E_024778	0.924
chr17	56456250	56457250	E_024779	0.9709
chr17	56465000	56466750	E_024780	0.9434
chr17	56468000	56469750	E_024781	0.9762
chr17	56490250	56492500	E_024782	0.6631
chr17	56513000	56515000	E_024783	0.9745
chr17	56568750	56569500	E_024784	0.8042
chr17	56593500	56594500	E_024785	0.7013
chr17	56652500	56653750	E_024786	0.9767
chr17	56708250	56710750	E_024787	0.8727
chr17	56736250	56737750	E_024788	0.7573
chr17	56742750	56745000	E_024789	0.9236
chr17	56756750	56758250	E_024790	0.9006
chr17	56770500	56771750	E_024791	0.8136
chr17	56862750	56865250	E_024792	0.9289
chr17	57227500	57228250	E_024793	0.6149
chr17	57230250	57231750	E_024794	0.6387
chr17	57233750	57238500	E_024795	0.8439
chr17	57288000	57289250	E_024796	0.6396
chr17	57298750	57299250	E_024797	0.5621
chr17	57365500	57370000	E_024798	0.9224
chr17	57374000	57375250	E_024799	0.9843
chr17	57500000	57501500	E_024800	0.9767
chr17	57643500	57644000	E_024801	0.7744
chr17	57693250	57696000	E_024802	0.8946
chr17	57698000	57699750	E_024803	0.7226
chr17	57700250	57702250	E_024804	0.7407
chr17	57761750	57763500	E_024805	0.8926
chr17	57765000	57765500	E_024806	0.8024
chr17	57772250	57775000	E_024807	0.8375
chr17	57780000	57783500	E_024808	0.8111
chr17	57830750	57832500	E_024809	0.7752
chr17	57838750	57840000	E_024810	0.8164
chr17	57855750	57857000	E_024811	0.9449
chr17	57860250	57861000	E_024812	0.9239
chr17	57862750	57866250	E_024813	0.9418
chr17	57880250	57883750	E_024814	0.7559
chr17	57905250	57908750	E_024815	0.9701
chr17	57913250	57913750	E_024816	0.6454
chr17	57916000	57921250	E_024817	0.8426
chr17	57971750	57972250	E_024818	0.5177
chr17	57974000	57974500	E_024819	0.6219
chr17	58114500	58115500	E_024820	0.7898
chr17	58154500	58155500	E_024821	0.7256
chr17	58264500	58265000	E_024822	0.9198
chr17	58330250	58331000	E_024823	0.9493
chr17	58374750	58376000	E_024824	0.9843
chr17	58429750	58431000	E_024825	0.8911
chr17	58449000	58451000	E_024826	0.9273
chr17	58459250	58461500	E_024827	0.9042
chr17	58463000	58468750	E_024828	0.8033
chr17	58471000	58471500	E_024829	0.6765
chr17	58546500	58548250	E_024830	0.9682
chr17	58675750	58676500	E_024831	0.6988
chr17	58678250	58680500	E_024832	0.6939
chr17	58844000	58845000	E_024833	0.7619
chr17	59221250	59222250	E_024834	0.9875
chr17	59251750	59253750	E_024835	0.941
chr17	60139500	60142000	E_024836	0.6872
chr17	60202500	60203500	E_024837	0.9058
chr17	60219750	60222000	E_024838	0.9794
chr17	60245750	60252000	E_024839	0.9575
chr17	60256000	60258000	E_024840	0.9833
chr17	60310500	60312500	E_024841	0.9456
chr17	60315250	60316500	E_024842	0.9509
chr17	60501750	60502500	E_024843	0.6572
chr17	60536750	60537750	E_024844	0.7625
chr17	60584250	60585250	E_024845	0.7578
chr17	60718500	60719250	E_024846	0.898
chr17	60721500	60723000	E_024847	0.967
chr17	60759500	60760500	E_024848	0.7768
chr17	60769000	60772500	E_024849	0.9798
chr17	60782000	60782500	E_024850	0.6288
chr17	60996750	60997500	E_024851	0.9875
chr17	61042500	61043500	E_024852	0.8321
chr17	61072000	61074250	E_024853	0.9337
chr17	61496750	61499500	E_024854	0.9785
chr17	61510750	61512000	E_024855	0.887
chr17	61524750	61526000	E_024856	0.9106
chr17	61537750	61539000	E_024857	0.9853
chr17	61626250	61626750	E_024858	0.6717
chr17	61628500	61630750	E_024859	0.8154
chr17	61674750	61675750	E_024860	0.9828
chr17	61678750	61679750	E_024861	0.8082
chr17	61700750	61702250	E_024862	0.7388
chr17	61710500	61712750	E_024863	0.9613
chr17	61752250	61753750	E_024864	0.9567
chr17	61817500	61818500	E_024865	0.5898
chr17	61846750	61849750	E_024866	0.8889
chr17	61852250	61853000	E_024867	0.6179
chr17	61917500	61919250	E_024868	0.7751
chr17	61921500	61922500	E_024869	0.905
chr17	61925250	61928500	E_024870	0.9215
chr17	61929500	61930500	E_024871	0.9641
chr17	62082500	62083500	E_024872	0.8425
chr17	62099500	62103750	E_024873	0.9623
chr17	62159000	62161750	E_024874	0.9446
chr17	62162500	62164000	E_024875	0.9393
chr17	62187500	62188750	E_024876	0.981
chr17	62205500	62206750	E_024877	0.6538
chr17	62224000	62226000	E_024878	0.8445
chr17	62290500	62295500	E_024879	0.9501
chr17	62317250	62318500	E_024880	0.9843
chr17	62337250	62340000	E_024881	0.7933
chr17	62408500	62410500	E_024882	0.9766
chr17	62490250	62491250	E_024883	0.5398
chr17	62491750	62492500	E_024884	0.5887
chr17	62494250	62494750	E_024885	0.8561
chr17	62533500	62534750	E_024886	0.8539
