Position	Class	IPEA	ChromHMM_Segway_weak_Strong-enhancer	DEEP	csi_ann	RFECS	chromHMM	Segway	Control_ChromHMM_Segway_weak_Strong_repressed_State	
chr1_234639993_234640263	1	0	0	0	0	0	0	1	1
chr1_234812067_234812214	1	1	1	1	1	0	1	1	1
chr1_234908151_234908764	1	1	1	0	1	1	1	1	1
chr1_236431064_236431243	1	0	0	0	0	0	0	0	0
chr1_240306890_240307603	1	0	0	0	0	0	0	0	1
chr1_244215508_244215901	1	0	0	0	0	0	0	1	1
chr1_245082176_245082355	1	1	0	1	1	0	0	1	0
chr1_246061196_246061440	1	0	0	0	0	0	0	0	0
chr1_246732690_246733040	1	1	1	1	1	0	1	0	1
chr1_246743297_246743408	1	1	1	1	0	1	1	1	1
chr1_247035132_247035504	1	0	0	0	0	0	0	0	0
chr1_247315116_247315371	1	0	0	0	0	0	0	0	0
chr10_3881297_3881662	1	0	0	0	0	1	1	1	0
chr10_5333644_5334212	1	1	1	1	1	1	1	1	1
chr10_5334474_5334640	1	1	0	0	1	0	1	1	0
chr10_7362038_7362350	1	0	0	0	0	0	1	1	1
chr10_11940492_11940889	1	1	0	1	1	0	0	1	0
chr10_17467799_17468377	1	1	1	0	1	1	1	1	1
chr10_17470783_17471060	1	1	1	1	1	0	1	1	1
chr10_17548531_17548697	1	1	0	1	0	0	0	1	0
chr10_23344774_23344811	1	1	1	1	0	1	1	1	1
chr10_25240272_25240935	1	1	1	1	1	1	1	1	1
chr10_27814920_27815352	1	1	1	1	0	1	1	1	1
chr10_43950893_43951349	1	1	0	1	1	0	0	1	0
chr10_50391668_50392044	1	1	1	1	1	1	1	1	1
chr10_50508434_50508798	1	1	0	1	1	1	0	1	0
chr10_52037840_52038115	1	0	0	0	0	0	0	1	1
chr10_52085013_52085461	1	1	1	0	0	1	1	1	1
chr10_52385542_52385659	1	0	1	1	1	0	1	0	1
chr10_63571912_63572045	1	0	1	0	0	1	1	1	1
chr10_63663540_63663817	1	1	1	0	1	0	0	1	1
chr10_71077076_71077284	1	1	1	0	1	0	1	0	1
chr10_72502385_72502568	1	1	1	1	1	0	1	1	1
chr10_74056833_74058104	1	1	0	0	1	0	0	1	0
chr10_74080430_74080993	1	1	0	1	0	1	0	1	0
chr10_74436264_74436425	1	1	1	0	1	1	1	1	1
chr10_75716399_75716797	1	1	0	1	1	1	0	1	0
chr10_79670022_79670276	1	1	0	1	1	0	0	1	0
chr10_80732492_80734123	1	1	0	1	1	1	0	1	0
chr10_80911539_80911799	1	1	1	1	0	1	1	1	1
chr10_82509932_82510235	1	0	0	0	0	0	1	1	0
chr10_88470805_88471213	1	1	0	0	0	0	0	1	0
chr10_88713984_88714363	1	0	1	1	0	1	1	1	1
chr10_92921990_92922253	1	1	1	0	0	0	0	1	1
chr10_94351391_94351691	1	1	0	1	0	0	0	1	0
chr10_94459466_94459797	1	1	0	1	0	0	0	1	0
chr10_94516915_94517155	1	1	0	1	1	1	0	1	0
chr10_94831659_94831948	1	1	0	1	0	1	0	1	0
chr10_99174702_99174858	1	1	1	0	1	1	1	1	1
chr10_104196250_104196338	1	1	0	0	1	0	0	0	0
chr10_111741959_111742119	1	1	1	1	0	0	1	1	1
chr10_112261043_112261328	1	1	1	1	1	1	1	1	1
chr10_134260341_134260546	1	1	1	0	0	0	1	1	1
chr10_134368659_134369026	1	1	0	1	1	1	0	1	0
chr10_135048867_135049308	1	0	1	0	0	1	1	1	1
chr11_1357863_1358286	1	1	0	0	0	0	0	1	0
chr11_2009660_2010154	1	1	1	1	1	1	1	1	1
chr11_3090855_3091125	1	0	1	0	0	0	0	1	1
chr11_5297176_5297283	1	1	1	1	1	1	1	1	1
chr11_5309264_5309567	1	1	1	1	1	0	1	1	1
chr11_9385760_9386326	1	1	0	1	1	1	0	1	0
chr11_9635436_9636077	1	1	0	1	1	0	0	1	0
chr11_16625688_16626709	1	1	0	1	1	1	0	0	0
chr11_17374298_17375700	1	1	0	1	1	0	0	0	0
chr11_28128920_28129110	1	0	0	1	1	0	0	0	0
chr11_33914546_33914772	1	0	1	1	1	0	1	1	1
chr11_46258702_46259233	1	1	0	1	1	0	0	1	0
chr11_46264726_46265198	1	1	0	1	1	0	0	1	0
chr11_47421735_47422128	1	1	0	1	1	0	0	1	0
chr11_47965488_47965599	1	1	1	1	1	1	1	1	1
chr11_57200214_57200547	1	1	1	0	1	1	1	1	1
chr11_59315294_59315558	1	1	1	1	0	1	1	1	1
chr11_59735602_59735886	1	1	1	1	1	1	1	1	1
chr11_60934770_60935212	1	1	1	0	0	0	1	1	1
chr11_61602064_61602538	1	1	1	1	1	1	1	1	1
chr11_61637289_61637643	1	1	1	1	1	1	1	1	1
chr11_64653025_64653383	1	1	1	1	1	0	1	1	1
chr11_65187297_65188198	1	1	0	0	1	1	0	1	0
chr11_65239550_65239870	1	1	0	1	1	1	0	1	0
chr11_65244638_65245303	1	1	0	1	1	0	0	1	0
chr11_65246279_65246484	1	1	0	0	0	0	0	1	0
chr11_65261229_65261625	1	1	1	1	0	1	1	1	1
chr11_65323331_65323567	1	0	1	0	0	0	1	1	1
chr11_65419981_65420225	1	1	0	1	1	1	0	1	0
chr11_65420425_65420654	1	1	0	1	1	0	0	1	0
chr11_65666492_65667203	1	1	0	1	1	0	0	0	0
chr11_68924761_68925032	1	1	1	0	0	1	1	1	1
chr11_69197125_69197542	1	1	0	1	1	0	0	0	0
chr11_69258094_69258432	1	1	0	1	0	0	0	1	0
chr11_72343411_72343720	1	1	1	0	0	0	1	1	1
chr11_72498496_72498726	1	1	0	1	1	0	0	1	0
chr11_73490470_73490918	1	1	0	1	1	0	0	1	0
chr11_74814562_74814987	1	1	0	1	1	1	0	1	0
chr11_74857404_74857707	1	0	0	0	0	0	1	1	0
chr11_75248214_75248465	1	1	1	1	0	1	1	1	1
chr11_77762280_77762565	1	1	1	1	1	1	1	1	1
chr11_85845984_85846086	1	1	1	1	1	1	1	1	1
chr11_85862564_85862776	1	1	0	1	1	1	0	1	0
chr11_86229748_86229843	1	1	0	1	1	1	1	1	0
chr11_86454484_86454767	1	1	1	1	1	1	1	1	1
chr11_88154831_88155112	1	1	1	0	0	0	1	1	1
chr11_91525740_91526132	1	1	1	1	1	1	1	1	1
chr11_92767972_92767992	1	0	0	0	0	0	0	0	1
chr11_95976157_95976737	1	1	0	1	1	1	0	1	0
chr11_111569573_111569885	1	1	1	1	1	1	1	1	1
chr11_118782911_118783378	1	1	1	0	1	1	1	1	1
chr11_118800245_118800827	1	1	0	0	0	0	0	0	0
chr11_134124453_134124658	1	0	0	0	0	0	0	1	0
chr12_860254_860664	1	1	0	1	1	0	0	1	0
chr12_1770869_1771337	1	1	1	0	0	0	0	1	1
chr12_4501724_4501927	1	0	0	0	0	1	1	1	0
chr12_6717352_6717716	1	0	1	1	1	0	1	1	1
chr12_7000184_7000641	1	1	0	1	1	1	0	1	0
chr12_7592182_7592797	1	1	0	1	0	0	0	1	0
chr12_8123169_8123746	1	1	0	1	0	0	0	1	0
chr12_19566135_19566181	1	0	0	0	0	0	1	1	0
chr12_23195038_23195059	1	0	0	0	0	0	0	0	1
chr12_25099512_25100288	1	1	0	1	0	0	0	1	0
chr12_27174273_27174510	1	0	0	0	0	0	1	1	0
chr12_31902136_31902566	1	1	1	1	1	1	1	1	1
chr12_42825856_42826146	1	0	0	0	0	0	0	1	0
chr12_47612205_47612473	1	0	1	0	0	0	1	1	1
chr12_47755231_47755452	1	1	1	1	0	1	1	1	1
chr12_48701216_48701352	1	1	0	0	0	0	0	1	0
chr12_49628278_49628526	1	1	0	1	1	1	0	1	0
chr12_51327584_51327783	1	1	1	1	1	1	1	1	1
chr12_51720540_51720949	1	1	1	1	1	1	1	1	1
chr12_53267781_53268340	1	1	0	1	1	1	0	1	0
chr12_53312254_53312405	1	0	0	0	0	0	1	1	1
chr12_53765037_53765535	1	1	0	1	1	0	0	1	0
chr12_54133160_54133497	1	0	0	0	0	1	0	1	1
chr12_54411861_54412590	1	1	0	1	1	0	0	1	0
chr12_54698103_54698502	1	1	0	1	1	1	0	1	0
chr12_54700865_54701198	1	1	1	1	1	1	1	1	1
chr12_54752671_54753884	1	1	1	1	1	0	1	1	1
chr12_58281637_58282038	1	0	1	0	0	1	1	1	1
chr12_66048868_66049228	1	1	1	0	0	1	1	1	1
chr12_68758917_68759565	1	1	0	1	1	1	0	1	0
chr12_69036661_69037118	1	0	0	0	0	0	0	0	0
chr12_69724869_69725108	1	1	0	0	0	0	0	1	0
chr12_72146884_72146940	1	0	0	0	0	1	1	1	0
chr12_76849053_76849336	1	0	0	0	0	0	0	0	0
chr12_92189163_92189178	1	0	0	0	0	0	0	0	0
chr12_92517978_92518398	1	0	0	0	0	0	0	1	1
chr12_93709037_93709216	1	1	0	1	1	0	0	0	0
chr12_93770329_93770575	1	1	0	1	1	0	0	0	0
chr12_93949724_93949882	1	0	0	0	0	0	0	1	0
chr12_95680646_95681018	1	0	0	0	0	0	0	0	1
chr12_109023569_109024011	1	1	0	1	1	0	0	1	0
chr12_109088465_109088864	1	1	1	1	0	0	1	1	1
chr12_109899131_109899209	1	0	1	1	1	1	1	1	1
chr12_114029271_114029455	1	1	0	0	0	0	0	1	0
chr12_122020162_122020238	1	0	1	0	1	0	0	1	1
chr12_122519763_122520228	1	1	0	1	1	0	0	0	0
chr12_122681575_122681727	1	1	1	1	1	0	1	1	1
chr12_122908043_122908483	1	1	0	1	1	1	0	1	0
chr12_124907545_124908050	1	1	0	1	1	1	0	1	0
chr12_125346086_125346324	1	1	0	1	0	1	0	1	0
chr12_125353523_125353887	1	1	0	1	0	1	0	1	0
chr13_22583629_22583981	1	0	0	0	0	1	0	1	0
chr13_24528296_24528692	1	0	0	0	0	0	0	0	1
chr13_29106909_29107160	1	1	0	1	0	1	0	1	0
chr13_29148829_29149214	1	1	1	1	1	1	1	1	1
chr13_34116442_34117241	1	1	0	1	1	0	0	1	0
chr13_42855017_42855240	1	1	1	0	0	1	1	1	1
chr13_47128564_47128952	1	1	0	1	1	0	0	1	0
chr13_67730122_67730387	1	0	0	0	0	0	0	1	0
chr13_80916096_80916414	1	1	0	0	0	0	0	1	0
chr13_108503880_108504176	1	0	0	0	0	1	0	1	1
chr13_108987608_108987753	1	0	0	0	0	1	0	1	0
chr13_111589420_111590157	1	0	0	0	0	1	0	0	1
chr14_24861663_24861718	1	1	0	0	0	1	0	0	0
chr14_32953597_32954289	1	0	0	0	0	0	0	0	0
chr14_34529400_34529785	1	1	0	1	1	0	0	1	0
chr14_35855857_35856187	1	1	1	1	1	1	1	1	1
chr14_41099089_41099243	1	0	0	0	0	0	0	1	0
chr14_50334846_50335244	1	1	0	1	0	0	0	1	0
chr14_50467375_50468846	1	1	0	1	1	1	0	1	0
chr14_55569733_55570176	1	1	1	1	1	1	1	1	1
chr14_56733293_56733420	1	0	0	0	0	0	0	0	1
chr14_58637905_58638297	1	1	1	1	0	1	1	1	1
chr14_60679186_60679974	1	0	0	0	0	0	0	0	1
chr14_64109095_64109326	1	0	0	0	1	0	0	1	0
chr14_65347160_65347466	1	0	0	1	0	0	0	1	0
chr14_68161499_68161767	1	1	0	1	1	1	0	1	0
chr14_69618210_69618757	1	1	0	0	0	0	0	1	0
chr14_70020113_70020453	1	0	0	0	0	0	0	1	1
chr14_73934074_73934542	1	0	1	0	0	1	1	1	1
chr14_74741846_74742137	1	0	1	0	0	1	1	1	1
chr14_81484958_81485153	1	0	0	0	0	0	1	1	0
chr14_89935615_89935871	1	1	1	1	0	1	1	1	1
chr14_100633368_100633655	1	1	0	0	0	0	0	1	0
chr14_100659173_100659604	1	1	0	1	0	1	0	1	0
chr14_101147038_101147458	1	1	1	0	0	1	1	1	1
chr14_101237616_101237781	1	1	0	1	1	1	0	1	0
chr14_102176439_102176788	1	1	0	1	0	0	0	1	0
chr14_102181963_102182125	1	1	1	1	0	1	1	1	1
chr14_102226478_102227031	1	1	1	0	0	0	1	1	1
chr14_102227271_102227509	1	0	0	1	0	0	0	1	0
chr14_102991046_102991386	1	1	0	1	1	0	0	1	0
chr14_102997284_102997579	1	1	1	1	0	0	1	1	1
chr14_103673427_103673966	1	1	0	0	1	0	0	1	0
chr14_105144100_105144955	1	1	0	1	1	1	0	1	0
chr14_106857348_106857526	1	1	0	1	1	0	0	1	0
chr15_25564293_25564526	1	0	0	0	0	0	0	0	1
chr15_25565589_25566847	1	0	0	0	0	0	0	0	1
chr15_36720333_36720777	1	1	0	1	1	0	0	1	0
chr15_41139695_41139794	1	1	0	1	1	1	0	1	0
chr15_41220555_41220912	1	0	1	0	0	0	0	1	1
chr15_41254301_41254691	1	0	0	0	0	1	0	1	1
chr15_41953918_41954236	1	1	0	1	1	0	0	0	0
chr15_44954800_44955080	1	1	0	1	1	0	0	1	0
chr15_52228372_52228625	1	0	0	0	0	0	0	0	0
chr15_64187573_64187676	1	1	0	1	0	0	0	1	0
chr15_64188807_64189333	1	1	1	1	1	1	1	1	1
chr15_65245420_65245827	1	0	0	0	0	0	0	0	1
chr15_65596702_65597188	1	1	0	1	1	1	0	1	0
chr15_66162838_66163256	1	1	0	1	1	0	0	0	0
chr15_66993287_66993569	1	1	0	0	0	0	0	1	0
chr15_67095524_67095803	1	1	1	1	1	1	1	1	1
chr15_68176779_68177152	1	1	0	1	0	0	0	1	0
chr15_70391851_70392235	1	1	0	1	1	0	0	1	0
chr15_75744907_75745094	1	0	0	1	1	0	0	0	0
chr15_75746315_75746749	1	1	0	0	1	0	0	1	0
chr15_75747348_75747533	1	0	0	1	0	0	0	0	0
chr15_82339167_82339811	1	1	0	1	1	0	0	1	0
chr15_85458286_85458507	1	1	1	1	1	1	1	1	1
chr15_91191799_91192162	1	1	0	1	1	1	0	1	0
chr15_91193387_91193792	1	1	1	0	1	0	1	1	1
chr15_91412875_91413318	1	1	0	1	1	0	0	1	0
chr15_93363497_93364154	1	1	0	1	1	0	0	1	0
chr15_93520042_93520437	1	0	0	0	0	0	0	0	0
chr15_96900187_96900329	1	1	0	0	1	0	0	1	0
chr16_578748_579156	1	1	0	0	1	0	0	0	0
chr16_3031604_3031823	1	1	0	1	1	0	0	1	0
chr16_3156518_3156937	1	0	0	0	0	0	0	1	0
chr16_3285972_3286117	1	0	1	0	1	0	0	1	1
chr16_4321625_4322178	1	1	0	0	1	0	0	1	0
chr16_4357393_4358110	1	1	0	1	1	0	0	1	0
chr16_4818680_4818913	1	1	0	0	1	0	0	1	0
chr16_8010227_8010459	1	0	0	0	0	0	0	0	0
chr16_8041589_8041898	1	1	0	0	0	1	1	1	0
chr16_8159340_8159643	1	1	0	1	0	0	0	1	0
chr16_11326911_11327269	1	1	1	1	1	1	1	1	1
chr16_11968147_11968344	1	0	0	0	0	0	0	0	0
chr16_14395683_14396371	1	0	0	0	0	0	0	1	0
chr16_15583408_15583655	1	1	1	1	1	0	1	1	1
chr16_15615028_15616079	1	1	0	1	1	1	0	1	0
chr16_15670640_15671032	1	0	0	1	1	1	0	1	0
chr16_22202596_22202946	1	1	0	1	1	0	0	1	0
chr16_23866430_23866734	1	0	0	0	0	1	0	1	0
chr16_23871062_23871733	1	0	0	0	0	1	0	1	0
chr16_23968296_23968621	1	0	0	0	0	0	0	1	0
chr16_29954900_29955228	1	1	1	1	1	1	1	1	1
chr16_30645556_30645885	1	1	0	1	1	0	0	0	0
chr16_30825606_30826012	1	1	0	1	1	0	0	1	0
chr16_30885980_30886229	1	0	0	1	1	0	0	0	0
chr16_33509690_33509798	1	1	0	0	0	0	0	1	0
chr16_46776803_46777018	1	1	0	1	1	0	0	0	0
chr16_46823783_46824029	1	0	0	0	0	0	0	1	0
chr16_48417730_48418013	1	1	0	1	0	0	0	1	0
chr16_57717053_57717380	1	1	1	0	0	1	1	1	1
chr16_58299498_58299672	1	1	1	1	1	1	1	1	1
chr16_66906996_66907469	1	0	0	1	0	0	0	1	0
chr16_66960903_66961306	1	0	0	0	0	0	0	1	1
chr16_67435763_67435871	1	0	0	0	0	0	0	0	0
chr16_68418958_68419037	1	0	0	0	0	0	0	1	1
chr16_69790577_69791500	1	0	0	0	0	1	1	1	0
chr16_70464772_70465160	1	1	1	1	0	1	1	1	1
chr16_72459158_72459630	1	0	0	0	0	0	0	0	1
chr16_72671878_72672163	1	0	0	0	0	0	0	0	1
chr16_81785976_81786155	1	1	1	1	1	1	1	1	1
chr16_85080631_85081139	1	1	1	1	1	0	1	1	1
chr16_85202555_85203049	1	1	1	0	0	0	0	1	1
chr16_85497347_85497685	1	1	0	0	0	1	0	1	0
chr16_85603305_85603679	1	1	1	1	1	0	1	1	1
chr16_85648720_85648939	1	1	0	1	1	0	0	0	0
chr16_86587305_86587716	1	0	0	0	1	0	0	1	0
chr16_88557943_88558427	1	1	1	1	1	1	1	1	1
chr16_88560841_88560974	1	1	0	1	1	0	0	1	0
chr16_88837093_88837695	1	1	0	1	1	0	0	1	0
chr16_89045543_89045751	1	1	0	1	1	1	0	1	0
chr16_89313669_89314138	1	1	0	0	0	0	0	1	0
chr16_89571786_89572109	1	1	0	1	1	1	0	1	0
chr17_1466992_1467380	1	1	0	1	0	0	0	1	0
chr17_1926126_1926449	1	0	0	0	0	0	0	1	1
chr17_2300026_2300553	1	0	0	1	0	1	0	1	0
chr17_2302778_2303366	1	1	0	0	1	0	0	1	0
chr17_7738822_7740614	1	1	0	1	1	0	0	1	0
chr17_7746991_7747556	1	0	0	1	1	0	0	1	0
chr17_8095551_8095762	1	1	0	1	1	1	0	1	0
chr17_14212324_14213048	1	1	0	1	0	0	0	1	0
chr17_15787021_15787553	1	0	0	0	0	0	0	1	0
chr17_17597479_17598220	1	1	0	1	1	1	0	1	0
chr17_17655489_17655938	1	1	0	1	0	1	0	1	0
chr17_17743258_17743857	1	1	0	1	1	0	0	1	0
chr17_19913206_19913926	1	1	0	1	1	0	0	1	0
chr17_21002403_21002809	1	1	0	1	1	0	0	1	0
chr17_21179100_21179414	1	1	0	0	0	1	0	1	0
chr17_21515861_21516199	1	1	0	0	0	0	0	1	0
chr17_25415234_25415538	1	1	0	1	0	0	0	0	0
chr17_25416172_25416581	1	1	0	1	1	0	0	0	0
chr17_25672386_25672687	1	1	0	1	1	1	0	1	0
chr17_27192241_27192644	1	1	0	1	1	1	0	1	0
chr17_27475765_27476166	1	1	0	1	1	1	0	1	0
chr17_27506307_27506816	1	1	0	1	1	0	0	1	0
chr17_27619094_27619880	1	1	0	1	0	0	0	0	0
chr17_28258246_28258478	1	0	1	0	0	0	0	1	1
chr17_32201845_32202055	1	1	1	1	0	1	1	1	1
chr17_37910411_37911394	1	1	1	0	0	0	0	1	1
chr17_38084566_38084955	1	0	0	0	1	0	0	1	0
chr17_38674878_38675250	1	1	0	0	0	1	0	1	0
chr17_39656265_39656585	1	0	1	1	1	1	1	1	1
chr17_39686458_39686891	1	1	0	1	1	0	0	1	0
chr17_39949116_39949497	1	1	0	1	1	1	0	1	0
chr17_40438296_40438586	1	1	0	1	0	1	0	0	0
chr17_40464466_40464885	1	1	0	1	1	1	0	1	0
chr17_42276572_42276897	1	0	0	0	1	0	0	1	0
chr17_42365739_42366179	1	1	1	1	1	1	1	1	1
chr17_42634020_42634172	1	0	0	0	1	0	0	0	0
chr17_42797981_42798248	1	0	0	0	0	0	0	0	0
chr17_43303050_43303852	1	1	0	1	1	1	0	1	0
chr17_46662684_46663231	1	1	0	0	1	0	0	1	0
chr17_47049793_47049986	1	1	1	1	1	1	1	1	1
chr17_47270202_47270509	1	1	0	1	1	0	0	1	0
chr17_47815825_47816028	1	1	0	1	0	0	0	1	0
chr17_56411173_56411562	1	1	0	1	0	0	0	1	0
chr17_56413212_56413667	1	1	1	1	0	1	1	1	1
chr17_56701235_56701661	1	0	0	0	0	0	0	1	1
chr17_56706902_56707296	1	0	0	0	0	0	1	1	0
chr17_57906379_57907270	1	1	1	1	1	1	1	1	1
chr17_60247601_60248070	1	1	1	1	0	1	1	1	1
chr17_62159440_62159790	1	1	1	1	1	1	1	1	1
chr17_62161129_62161576	1	1	1	1	1	0	1	1	1
chr17_63119249_63119621	1	1	0	1	1	0	0	0	0
chr17_71305759_71306422	1	0	0	1	1	0	0	1	0
chr17_72978355_72978661	1	1	0	1	1	0	0	1	0
chr17_74413626_74413718	1	0	0	0	0	1	0	1	0
chr17_74440987_74441354	1	1	1	1	0	1	1	1	1
chr17_75120383_75120864	1	1	1	1	1	1	1	1	1
chr17_75319028_75319523	1	0	0	1	1	0	0	1	0
chr17_75319670_75320031	1	0	0	1	1	0	0	1	0
chr17_76254688_76254992	1	1	0	0	1	0	0	1	0
chr17_77776510_77776898	1	1	0	1	1	1	0	1	0
chr17_77783959_77784243	1	1	0	1	0	1	0	1	0
chr17_78228476_78228940	1	1	1	1	1	0	1	1	1
chr17_78992000_78992331	1	0	0	1	1	0	0	1	0
chr17_79319325_79319648	1	1	0	1	1	0	0	0	0
chr17_79319812_79320225	1	1	0	1	1	0	0	1	0
chr17_79439092_79439387	1	1	0	1	0	0	0	1	0
chr17_79448388_79448678	1	1	0	1	1	1	0	1	0
chr17_79451287_79451558	1	1	0	1	0	0	0	1	0
chr17_79779684_79779899	1	1	1	1	1	1	1	1	1
chr17_80052713_80052821	1	1	0	0	0	0	0	0	0
chr17_80056613_80056910	1	0	0	1	1	0	0	1	0
chr17_80158664_80158910	1	1	1	1	1	1	1	1	1
chr17_80188750_80189250	1	1	0	1	0	1	0	1	0
chr17_80454894_80455238	1	1	0	1	0	1	0	1	0
chr18_666183_666708	1	0	0	0	0	0	0	0	0
chr18_667633_668016	1	0	0	0	0	0	0	0	0
chr18_813044_813594	1	0	0	1	1	0	0	0	0
chr18_830446_830703	1	1	0	1	1	1	0	1	0
chr18_3250721_3251122	1	1	0	0	0	0	0	1	0
chr18_3594733_3596177	1	1	1	1	0	0	1	1	1
chr18_3623872_3624258	1	1	0	0	0	0	0	0	0
chr18_3624338_3624601	1	1	0	1	0	0	0	1	0
chr18_8916965_8917035	1	1	0	0	0	0	0	0	0
chr18_9017103_9017601	1	1	0	1	1	1	0	1	0
chr18_9812085_9812326	1	1	1	1	1	1	1	1	1
chr18_9829152_9829470	1	1	1	1	1	1	1	1	1
chr18_9849459_9849859	1	0	1	1	1	1	1	1	1
chr18_9869849_9870152	1	1	1	1	1	1	1	1	1
chr18_9899069_9899359	1	1	1	1	1	1	1	1	1
chr18_9914998_9915501	1	0	0	1	1	0	0	0	0
chr18_11947272_11947721	1	1	0	1	1	1	0	1	0
chr18_21002815_21003000	1	1	1	1	1	1	1	1	1
chr18_32527945_32528002	1	0	0	0	0	0	1	1	0
chr18_46066779_46067121	1	1	0	0	0	0	0	1	0
chr18_54140840_54141163	1	1	1	0	0	1	1	1	1
chr18_60193382_60194139	1	1	0	1	0	1	0	1	0
chr18_71910001_71910146	1	1	1	0	0	1	1	1	1
chr18_77263953_77264177	1	1	1	1	0	1	1	1	1
chr19_290136_290651	1	1	1	0	0	1	1	1	1
chr19_488227_488667	1	0	0	1	1	1	0	0	0
chr19_604629_604764	1	1	1	0	0	0	1	1	1
chr19_823657_823956	1	1	0	1	1	1	0	1	0
chr19_907464_907615	1	1	0	1	1	1	0	1	0
chr19_953220_953565	1	1	0	1	1	1	0	1	0
chr19_954903_955312	1	1	0	1	1	0	0	1	0
chr19_1240232_1240534	1	1	0	0	0	1	0	1	0
chr19_1266359_1266798	1	0	0	0	0	0	0	1	0
chr19_1632932_1633212	1	0	0	1	1	1	0	1	0
chr19_1747200_1747550	1	0	0	1	1	1	0	1	0
chr19_1855247_1855761	1	1	0	0	1	0	0	1	0
chr19_2056461_2056895	1	1	1	1	1	0	1	1	1
chr19_2059605_2060167	1	1	0	1	1	1	0	1	0
chr19_2061356_2061737	1	1	0	1	1	0	0	1	0
chr19_2165096_2165788	1	1	0	1	1	0	0	0	0
chr19_2507206_2507458	1	1	1	0	0	1	1	1	1
chr19_3035530_3035851	1	1	0	1	1	0	0	1	0
chr19_3670243_3670423	1	1	0	1	0	1	0	1	0
chr19_4123124_4123351	1	1	0	1	0	0	0	0	0
chr19_6060958_6061480	1	1	1	1	1	0	1	1	1
chr19_8115456_8115774	1	1	0	1	1	0	0	1	0
chr19_9896233_9896620	1	0	0	1	0	1	0	1	0
chr19_10949257_10949551	1	1	0	0	0	1	1	1	0
chr19_13262107_13262928	1	0	0	1	1	0	0	1	0
chr19_13273540_13274187	1	1	0	1	1	0	0	1	0
chr19_13274586_13275096	1	1	0	1	1	0	0	1	0
chr19_13278382_13278991	1	1	0	1	0	1	0	1	0
chr19_13944359_13944683	1	1	0	1	0	0	0	1	0
chr19_14789611_14789897	1	0	0	0	0	0	0	1	1
chr19_15947617_15948119	1	1	0	1	1	0	0	1	0
chr19_16462018_16462188	1	0	1	0	0	1	1	1	1
chr19_17200566_17201240	1	0	0	0	0	1	1	1	0
chr19_18133045_18133309	1	1	0	1	1	0	0	1	0
chr19_18402387_18403564	1	1	0	1	1	1	0	1	0
chr19_18415031_18416060	1	1	0	1	1	1	0	1	0
chr19_18439179_18439536	1	1	1	1	0	0	1	1	1
chr19_18485152_18485556	1	0	0	1	1	1	0	1	0
chr19_18526337_18526644	1	1	0	1	1	1	0	1	0
chr19_18527231_18527472	1	1	0	0	1	1	0	1	0
chr19_18527701_18528040	1	1	0	0	1	1	0	1	0
chr19_18528263_18528792	1	1	0	0	1	0	0	1	0
chr19_34625713_34625998	1	1	0	1	1	0	0	0	0
chr19_34850085_34850642	1	0	0	1	1	1	0	1	0
chr19_35453242_35453666	1	1	0	1	1	0	0	1	0
chr19_35643836_35643967	1	0	0	0	0	1	1	1	0
chr19_36757480_36757645	1	0	0	0	0	0	0	0	0
chr19_38807798_38808031	1	0	0	1	1	1	0	1	0
chr19_39149253_39149575	1	1	0	0	0	1	0	1	0
chr19_40283749_40284047	1	0	1	0	0	0	0	1	1
chr19_40923099_40923282	1	1	0	1	1	1	0	1	0
chr19_40939716_40940068	1	1	0	0	1	0	0	1	0
chr19_40969437_40969789	1	1	0	0	0	0	0	1	0
chr19_41827649_41828097	1	1	0	1	0	1	0	1	0
chr19_42444277_42444712	1	1	0	0	0	0	0	1	0
chr19_42772804_42773312	1	0	0	1	1	0	0	1	0
chr19_42784527_42784991	1	1	0	1	1	0	0	1	0
chr19_44281524_44282142	1	1	0	1	1	1	0	1	0
chr19_44284114_44284247	1	1	0	1	0	0	0	1	0
chr19_45393623_45393866	1	0	0	1	1	0	0	1	0
chr19_45943163_45943490	1	1	0	1	0	0	0	1	0
chr19_45946690_45947113	1	1	0	0	1	0	0	1	0
chr19_46012498_46012899	1	1	0	1	0	0	0	1	0
chr19_46386037_46386278	1	1	0	1	1	1	0	1	0
chr19_47363167_47364689	1	1	0	1	1	0	0	1	0
chr19_47746329_47746738	1	1	0	1	1	0	0	1	0
chr19_47776748_47776969	1	1	0	1	1	0	0	0	0
chr19_48101913_48102072	1	0	0	0	0	0	1	1	1
chr19_48103581_48103982	1	1	0	1	0	0	0	1	0
chr19_48903013_48903207	1	1	0	1	1	0	0	1	0
chr19_48927915_48927964	1	1	1	1	1	1	1	1	1
chr19_49092091_49092636	1	0	0	0	0	0	0	1	0
chr19_49465555_49466264	1	1	0	1	0	1	0	1	0
chr19_49466802_49467527	1	0	0	1	1	0	0	1	0
chr19_49924099_49924476	1	1	0	0	0	0	0	1	0
chr19_50833837_50834367	1	1	0	0	1	1	0	1	0
chr19_50860908_50861268	1	1	0	0	1	0	0	0	0
chr19_51898753_51899047	1	1	0	1	1	0	0	1	0
chr19_51971340_51971606	1	1	0	1	1	0	0	1	0
chr19_51971719_51972098	1	1	0	1	1	0	0	0	0
chr19_52049983_52050318	1	1	1	1	0	1	1	1	1
chr19_52051082_52051228	1	1	0	0	0	0	0	1	0
